,featureid,id,coverherb_0m,coverherb_5cm,cover_0m,cover_5cm,Plot #,GPS #,Date Harvested,% Cover,Height 1,Height 2,Height 3,Height 4,Average Height,Wet Weight (g),Dry Weight (g),Site,Type,Tree Species,Bag Size,Average Bag Weight (g),Wet Weight Without Bag (g),Dry Weight Without Bag (g),Water Weight (g),Max Height (cm),Max Height (m),0,25,50,75,98,100,mean,std,nlayers,gapsize,maxpeakh,ptoh,cscore,FHD,VDR,VDRpeak,meanpeakh,stdpeakh,cvpeakh,herbh,log(DryWeight)
146,Mpala07-149,149,0.3638617296008285,0.08886172960082855,0.375,0.1,149.0,149.0,20/01/2022,85.0,13.0,17.0,17.0,19.0,16.5,132.79,127.12,Segera Border,OUT,,big,32.334,100.456,94.786,5.67,19.0,0.19,0.0540982596576213,0.0558093441650271,0.0585735738277435,0.063293095678091,0.0702638998627662,0.0708700567483902,0.0605288669466972,0.0064336103387176,1.0,0.0,0.05,0.7055165791317889,0.032258064516129,0.3250829733914482,1.0,0.0,0.05,0.0,0.0,0.2277234592016571,4.5516217190304165
147,Mpala07-150,150,0.6421052631578947,0.5473684210526316,0.6421052631578947,0.5473684210526316,150.0,150.0,20/01/2022,100.0,31.0,32.0,32.0,33.0,32.0,283.1,269.92,Segera Border,OUT,,big,32.334,250.766,237.586,13.18,33.0,0.33,0.0503143407404422,0.0959073491394519,0.1178015768527984,0.1488123759627342,0.2103270512819289,0.2193236649036407,0.1213428825139999,0.0402934476733207,1.0,0.0,0.25,1.1528004404492564,0.032258064516129,0.6886529090630944,0.722694993019104,0.0,0.25,0.0,0.0,0.486766531188291,5.470529663193566
148,Mpala09-152,152,0.103448275862069,0.0,0.3793103448275862,0.2758620689655172,152.0,152.0,21/01/2022,95.0,5.0,12.0,21.0,17.0,13.75,169.36,161.24,,IN,AD,big,32.334,137.026,128.906,8.12,21.0,0.21,1.1733089685440063,1.329643577337265,1.4740612506866455,1.5801571011543274,1.7135686302185058,1.735697627067566,1.4568966627120972,0.1558476537466049,2.0,1.45,1.5,0.8642058251437645,0.0806451612903225,1.2820715057856775,0.9941942095756532,0.4833333333333333,0.775,0.725,1.0689655172413794,0.1206434339080853,4.859083456573234
149,Mpala09-151,151,0.08626958047708969,0.016502138616624574,0.0930232558139534,0.0232558139534883,151.0,151.0,21/01/2022,50.0,14.0,6.0,16.0,0.0,9.0,76.34,72.36,,OUT,,small,16.0905,60.2495,56.2695,3.98,16.0,0.16,0.0702474191784858,0.0702474191784858,0.0702474191784858,0.0702474191784858,0.0702474191784858,0.0702474191784858,0.0702474191784858,0.0,1.0,0.0,0.05,0.7117699210124593,0.032258064516129,0.110453046672598,1.0,0.0,0.05,0.0,0.0,0.1919183921029718,4.030152647676191
150,Mpala09-153,153,0.2205882352941176,0.0,0.2205882352941176,0.0,153.0,153.0,21/01/2022,65.0,5.0,21.0,8.0,0.0,8.5,70.35,66.76,,OUT,,big,32.334,38.016,34.426,3.59,21.0,0.21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.05,1.029327057960327,0.0161290322580645,-0.0,1.0,0.0,0.05,0.0,0.0,0.1832085589008133,3.5388120928493145
151,Mpala09-154,154,0.3170731707317074,0.29268292682926833,0.5,0.4756097560975609,154.0,154.0,21/01/2022,100.0,28.0,30.0,32.0,22.0,28.0,269.57,256.02,,IN,AD,big,32.334,237.236,223.686,13.55,32.0,0.32,0.05133518576622,0.1322726756334304,0.2106199711561203,1.5829088687896729,1.676892981529236,1.6829322576522827,0.790268063545227,0.7174923419952393,2.0,1.7,1.75,1.0398517183580982,0.0806451612903225,1.3181985524639928,0.9559488296508788,0.4857142857142857,0.9,0.85,1.0588235294117647,0.3732556382257478,5.410243282720022
152,Mpala09-155,155,0.1063829787234042,0.0,0.1063829787234042,0.0,155.0,155.0,21/01/2022,20.0,0.0,15.0,0.0,19.0,8.5,60.74,57.49,,OUT,,small,16.0905,44.6495,41.3995,3.25,19.0,0.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.05,1.0367770719303886,0.0161290322580645,-0.0,1.0,0.0,0.05,0.0,0.0,0.1832085589008133,3.7232688034636516
153,Mpala10-157,157,0.11567258639553746,0.00900591972887077,0.4266666666666667,0.32,157.0,157.0,23/01/2022,90.0,12.0,29.0,14.0,24.0,19.75,172.55,156.92,,IN,AM,big,32.334,140.216,124.586,15.63,29.0,0.29,0.0532215312123298,1.3240556120872498,1.387335240840912,1.437619388103485,1.6477145171165468,1.7184786796569824,1.328423261642456,0.2950330674648285,2.0,1.45,1.5,0.8851439099269067,0.0967741935483871,1.1803725050884517,0.9757410883903505,0.4833333333333333,0.775,0.725,1.0689655172413794,0.185088795933061,4.824996240489984
154,Mpala10-159,159,0.48,0.14,0.48,0.14,159.0,159.0,23/01/2022,85.0,9.0,17.0,18.0,17.0,15.25,136.6,130.84,,OUT,,big,32.334,104.266,98.506,5.76,18.0,0.18,0.0510757900774478,0.0556661318987607,0.0624307207763195,0.0666251480579376,0.1171045246720313,0.1237303167581558,0.0688313394784927,0.023111393675208,1.0,0.0,0.05,0.4041046795162609,0.032258064516129,0.4049634850639385,1.0,0.0,0.05,0.0,0.0,0.2518443001857686,4.590117460028463
155,Mpala10-158,158,0.14024437792182623,0.030655336825935815,0.1506849315068493,0.0410958904109589,158.0,158.0,23/01/2022,65.0,2.0,3.0,3.0,1.0,2.25,36.29,34.12,,OUT,,small,16.0905,20.1995,18.0295,2.17,3.0,0.03,0.0665276497602462,0.0675678290426731,0.0686080083250999,0.0909331440925598,0.1114722689986228,0.1132582798600196,0.0827979817986488,0.0215554218739271,1.0,0.0,0.05,0.453384809665936,0.032258064516129,0.1714114437585355,1.0,0.0,0.05,0.0,0.0,0.199189305886221,2.892009305272185
156,Mpala10-161,161,0.2948717948717949,0.0,0.2948717948717949,0.0,161.0,161.0,23/01/2022,25.0,4.0,2.0,1.0,2.0,2.25,32.43,31.1,,OUT,,small,16.0905,16.3395,15.0095,1.33,4.0,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.05,1.353218524638575,0.032258064516129,0.0645814363776275,1.0,0.0,0.05,0.0,0.0,0.1758215580238662,2.708683333964627
157,Mpala10-160,160,0.25199518886229083,0.007314337798461051,0.351063829787234,0.1063829787234042,160.0,160.0,23/01/2022,80.0,16.0,27.0,11.0,15.0,17.25,154.8,134.5,,IN,AM,big,32.334,122.466,102.166,20.3,27.0,0.27,0.0634732469916343,1.2857196927070618,1.3603978157043457,1.7020208835601809,2.0821506214141845,2.100796222686768,1.4260694980621338,0.4373942613601684,2.0,1.45,1.5,0.7207077699239521,0.1290322580645161,0.7890948570942253,1.0,0.4833333333333333,0.775,0.725,1.0689655172413794,0.187509550611068,4.626598941401385
158,Mpala10-163,163,0.31104160954083476,0.0050714602871034,0.3134328358208955,0.0074626865671641,163.0,163.0,23/01/2022,20.0,0.0,5.0,4.0,0.0,2.25,36.12,34.57,,OUT,,small,16.0905,20.0295,18.4795,1.55,5.0,0.05,0.0510666668415069,0.0510666668415069,0.0510666668415069,0.0510666668415069,0.0510666668415069,0.0510666668415069,0.0510666668415069,0.0,1.0,0.0,0.05,1.148148649550641,0.032258064516129,0.0439858144770811,1.0,0.0,0.05,0.0,0.0,0.1859151356943726,2.9166620095704543
159,Mpala10-162,162,0.7099236641221374,0.4885496183206106,0.7099236641221374,0.4885496183206106,162.0,162.0,23/01/2022,95.0,23.0,33.0,18.0,16.0,22.5,366.9,348.69,,OUT,,big,32.334,334.566,316.356,18.21,33.0,0.33,0.0528376214206218,0.0939641464501619,0.1147533915936946,0.1308455653488636,0.1925693958997726,0.1996603459119796,0.1147165447473526,0.0336895808577537,1.0,0.0,0.05,0.2526330784176035,0.032258064516129,0.6928849351537185,0.7581110596656799,0.0,0.05,0.0,0.0,0.4507172877636758,5.756868161747791
160,Mpala10-164,164,0.1666666666666666,0.0,0.1666666666666666,0.0,164.0,164.0,23/01/2022,40.0,3.0,26.0,2.0,0.0,7.75,48.65,47.47,,OUT,,small,16.0905,32.5595,31.3795,1.18,26.0,0.26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.05,2.095370607581898,0.0161290322580645,-0.0,1.0,0.0,0.05,0.0,0.0,0.1832085589008133,3.446154813462201
161,Mpala10-167,167,0.2564102564102564,0.0,0.2564102564102564,0.0,167.0,167.0,23/01/2022,55.0,4.0,8.0,21.0,9.0,10.5,54.33,52.84,,OUT,,small,16.0905,38.2395,36.7495,1.49,21.0,0.21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.05,1.5264225926195505,0.0161290322580645,-0.0,1.0,0.0,0.05,0.0,0.0,0.1832085589008133,3.604124620124114
162,Mpala10-166,166,0.514018691588785,0.0,0.514018691588785,0.0,166.0,166.0,23/01/2022,20.0,6.0,0.0,7.0,7.0,5.0,38.53,37.55,,OUT,,small,16.0905,22.4395,21.4595,0.98,7.0,0.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.05,1.0603916123641954,0.0161290322580645,-0.0,1.0,0.0,0.05,0.0,0.0,0.1832085589008133,3.0661674377698924
163,Mpala10-165,165,0.14538071753355442,0.05766141928794033,0.5263157894736842,0.4385964912280701,165.0,165.0,23/01/2022,90.0,12.0,18.0,23.0,12.0,16.25,159.76,151.4,,IN,AE,big,32.334,127.426,119.066,8.36,23.0,0.23,0.0519121512770652,0.8439824730157852,1.5963618159294128,2.009598881006241,2.949898657798766,4.838501453399658,1.441550374031067,0.9021226167678832,4.0,3.0,5.0,1.0950256438506758,0.2096774193548387,2.124248135052233,0.8259866833686829,0.675,2.075,1.826369349282888,1.1361338279219015,0.32167522485315,4.779677961214416
164,Mpala15-188,188,0.0943396226415094,0.0,0.0943396226415094,0.0,188.0,188.0,27/01/2022,70.0,4.0,1.0,5.0,4.0,3.5,67.46,49.45,,OUT,,small,16.0905,51.3695,33.3595,18.01,5.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.05,1.3712121487652449,0.0161290322580645,-0.0,1.0,0.0,0.05,0.0,0.0,0.1832085589008133,3.507342589368632
165,Mpala15-190,190,0.050963349190316164,0.013227500133712366,0.0566037735849056,0.0188679245283018,190.0,190.0,27/01/2022,50.0,5.0,3.0,4.0,3.0,3.75,61.86,45.7,,OUT,,small,16.0905,45.7695,29.6095,16.16,5.0,0.05,0.0592045448720455,0.0592045448720455,0.0592045448720455,0.0592045448720455,0.0592045448720455,0.0592045448720455,0.0592045448720455,0.0,1.0,0.0,0.05,0.844529758788981,0.032258064516129,0.0935999632458157,1.0,0.0,0.05,0.0,0.0,0.1902115014173517,3.3880952557838278
166,Mpala15-191,191,0.0,0.0,0.024390243902439,0.024390243902439,191.0,191.0,27/01/2022,15.0,2.0,0.0,1.0,2.0,1.25,48.05,37.96,,OUT,,big,32.334,15.716,5.626,10.09,2.0,0.02,0.0509999990463256,0.0509999990463256,0.0509999990463256,0.0509999990463256,0.0509999990463256,0.0509999990463256,0.0509999990463256,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7273987100676653
167,Mpala15-192,192,0.015625,0.0,0.1171875,0.1015625,192.0,192.0,27/01/2022,80.0,3.0,7.0,6.0,4.0,5.0,94.03,72.73,,IN,AG,big,32.334,61.696,40.396,21.3,7.0,0.07,1.5938133001327517,1.757000207901001,1.7886817455291748,1.8688483238220213,2.008177719116211,2.036132574081421,1.7971642017364502,0.1154148206114769,2.0,1.95,2.0,0.9822543116586002,0.064516129032258,0.6652273750632512,1.0,0.4875,1.025,0.975,1.051282051282051,0.1832085589008133,3.6987307701643104
168,Mpala15-194,194,0.0,0.0,0.0454545454545454,0.0454545454545454,194.0,194.0,27/01/2022,60.0,16.0,6.0,12.0,10.0,11.0,88.31,78.57,,IN,AE,big,32.334,55.976,46.236,9.74,16.0,0.16,2.04486083984375,2.223972201347351,2.403083562850952,2.582194924354553,2.746977376937866,2.7613062858581543,2.403083562850952,0.3582227230072021,3.0,2.2,3.0,1.0864423173062328,0.0483870967741935,0.334221146213383,1.0,0.25,1.7666666666666666,1.251887463880928,1.4112024583982103,0.1832085589008133,3.8337587154320207
169,Mpala15-198,198,0.024096385542168697,0.0,0.4799196787148594,0.4558232931726907,198.0,198.0,27/01/2022,60.0,2.0,3.0,7.0,9.0,5.25,80.4,69.63,,IN,AG,big,32.334,48.066,37.296,10.77,9.0,0.09,0.8407727479934692,1.8643375635147093,1.9737142324447632,2.178999900817871,2.4204999351501466,2.5643630027771,1.9874517917633057,0.3124802112579345,3.0,1.0,2.0,0.8149452773501845,0.1129032258064516,1.3929938584174089,0.9813191294670104,0.5,1.0166666666666666,0.7961713941664124,1.2769444796884617,0.1833593758082161,3.6188860822934013
170,Mpala07-121,121,0.3623188405797101,0.0,0.3623188405797101,0.0,121.0,121.0,20/01/2022,10.0,5.0,0.0,0.0,4.0,2.25,33.05,32.16,Segera Border,OUT,,small,16.0905,16.9595,16.0695,0.89,5.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.05,1.227022975060317,0.0161290322580645,-0.0,1.0,0.0,0.05,0.0,0.0,0.1832085589008133,2.7769230653885852
